"","X","rank","player","points","date","year","month","right_hand","age","birthdate","first_name","last_name","countries","countries_iso","continent","obs.by.player","rank_log","obs.by.age","average.rank.by.age","age_28","age_2.8","age_28sq","age_2.8sq","average.rank.by.player","predicted.rank.final.model"
"4810",15132,301,104515,116,"5/16/2005",2005,5,1,20,"3/4/1985","Mathieu","Montcourt","FRA","FRA","EU",8,2.47856649559384,2697,2.91687138242638,-8,-0.8,64,0.64,2.54584109071243,2.54890580153434
"4811",15133,186,104515,212,"12/25/2006",2006,12,1,21,"3/4/1985","Mathieu","Montcourt","FRA","FRA","EU",8,2.26951294421792,2863,2.86742098304593,-7,-0.7,49,0.49,2.54584109071243,2.39364583407858
"4812",15134,130,104515,335,"6/4/2007",2007,6,1,22,"3/4/1985","Mathieu","Montcourt","FRA","FRA","EU",8,2.11394335230684,2915,2.82799176991356,-6,-0.6,36,0.36,2.54584109071243,2.26654144047987
"4813",15135,182,104515,219,"7/7/2008",2008,7,1,23,"3/4/1985","Mathieu","Montcourt","FRA","FRA","EU",8,2.26007138798507,2827,2.79424661059169,-5,-0.5,25,0.25,2.54584109071243,2.16759262073821
"4814",15136,136,104515,610,"3/23/2009",2009,3,1,24,"3/4/1985","Mathieu","Montcourt","FRA","FRA","EU",8,2.13353890837022,2635,2.75029900352051,-4,-0.4,16,0.16,2.54584109071243,2.09679937485359
"4815",15191,1247,104523,2,"9/30/2002",2002,9,1,17,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,3.09586645347854,999,3.11183573970775,-11,-1.1,121,1.21,2.50307494936866,3.11031538672979
"4816",15192,1130,104523,4,"11/3/2003",2003,11,1,18,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,3.05307844348342,1792,3.06545833846481,-10,-1,100,1,2.50307494936866,2.89142763511973
"4817",15193,828,104523,12,"6/7/2004",2004,6,1,19,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.91803033678488,2343,2.98296877912089,-9,-0.9,81,0.81,2.50307494936866,2.70108276899967
"4818",15194,386,104523,78,"6/27/2005",2005,6,1,20,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.58658730467176,2697,2.91687138242638,-8,-0.8,64,0.64,2.50307494936866,2.53928078836961
"4819",15195,179,104523,224,"6/26/2006",2006,6,1,21,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.25285303097989,2863,2.86742098304593,-7,-0.7,49,0.49,2.50307494936866,2.40602169322955
"4820",15196,153,104523,285,"5/21/2007",2007,5,1,22,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.1846914308176,2915,2.82799176991356,-6,-0.6,36,0.36,2.50307494936866,2.30130548357949
"4821",15197,110,104523,424,"6/23/2008",2008,6,1,23,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.04139268515822,2827,2.79424661059169,-5,-0.5,25,0.25,2.50307494936866,2.22513215941942
"4822",15198,81,104523,992,"3/2/2009",2009,3,1,24,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,1.90848501887865,2635,2.75029900352051,-4,-0.4,16,0.16,2.50307494936866,2.17750172074936
"4823",15199,98,104523,555,"11/1/2010",2010,11,1,25,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,1.99122607569249,2419,2.72126118487531,-3,-0.3,9,0.09,2.50307494936866,2.1584141675693
"4824",15200,93,104523,566,"8/8/2011",2011,8,1,26,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,1.96848294855394,2132,2.69098626796801,-2,-0.2,4,0.04,2.50307494936866,2.16786949987924
"4825",15201,114,104523,482,"7/9/2012",2012,7,1,27,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.05690485133647,1812,2.66035581663426,-1,-0.1,1,0.01,2.50307494936866,2.20586771767918
"4826",15202,496,104523,64,"8/12/2013",2013,8,1,28,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.6954816764902,1525,2.6489440291467,0,0,0,0,2.50307494936866,2.27240882096912
"4827",15203,872,104523,16,"3/3/2014",2014,3,1,29,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.94051648493257,1256,2.65461906279284,1,0.1,1,0.01,2.50307494936866,2.36749280974906
"4828",15204,629,104523,44,"1/5/2015",2015,1,1,30,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.79865064544527,989,2.64767086582772,2,0.2,4,0.04,2.50307494936866,2.491119684019
"4829",15205,591,104523,50,"7/18/2016",2016,7,1,31,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.77158748088126,757,2.63472150560954,3,0.3,9,0.09,2.50307494936866,2.64328944377893
"4830",15206,455,104523,81,"10/30/2017",2017,10,1,32,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.65801139665711,564,2.65066108042934,4,0.4,16,0.16,2.50307494936866,2.82400208902887
"4831",15207,427,104523,92,"6/18/2018",2018,6,1,33,"3/24/1985","Frederico","Gil","POR","PRT","EU",17,2.63042787502502,428,2.68458119667634,5,0.5,25,0.25,2.50307494936866,3.03325761976881
"4832",15216,1044,104527,5,"12/31/2001",2001,12,1,16,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,3.01870049866624,340,3.13722255412608,-12,-1.2,144,1.44,1.52260121365516,3.17504838870415
"4833",15217,1034,104527,5,"7/8/2002",2002,7,1,17,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,3.01452053875792,999,3.11183573970775,-11,-1.1,121,1.21,1.52260121365516,2.83593776118947
"4834",15218,376,104527,68,"5/26/2003",2003,5,1,18,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,2.57518784492766,1792,3.06545833846481,-10,-1,100,1,1.52260121365516,2.52425636529411
"4835",15219,161,104527,258,"10/25/2004",2004,10,1,19,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,2.20682587603185,2343,2.98296877912089,-9,-0.9,81,0.81,1.52260121365516,2.24000420101806
"4836",15220,72,104527,553,"6/6/2005",2005,6,1,20,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.85733249643127,2697,2.91687138242638,-8,-0.8,64,0.64,1.52260121365516,1.98318126836133
"4837",15221,54,104527,728,"8/14/2006",2006,8,1,21,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.73239375982297,2863,2.86742098304593,-7,-0.7,49,0.49,1.52260121365516,1.75378756732392
"4838",15222,36,104527,875,"4/2/2007",2007,4,1,22,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.55630250076729,2915,2.82799176991356,-6,-0.6,36,0.36,1.52260121365516,1.55182309790581
"4839",15223,13,104527,1510,"11/10/2008",2008,11,1,23,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.11394335230684,2827,2.79424661059169,-5,-0.5,25,0.25,1.52260121365516,1.37728786010703
"4840",15224,18,104527,2155,"6/1/2009",2009,6,1,24,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.25527250510331,2635,2.75029900352051,-4,-0.4,16,0.16,1.52260121365516,1.23018185392756
"4841",15225,21,104527,1765,"2/15/2010",2010,2,1,25,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.32221929473392,2419,2.72126118487531,-3,-0.3,9,0.09,1.52260121365516,1.1105050793674
"4842",15226,16,104527,1935,"7/11/2011",2011,7,1,26,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.20411998265592,2132,2.69098626796801,-2,-0.2,4,0.04,1.52260121365516,1.01825753642656
"4843",15227,21,104527,1505,"5/7/2012",2012,5,1,27,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.32221929473392,1812,2.66035581663426,-1,-0.1,1,0.01,1.52260121365516,0.953439225105037
"4844",15228,10,104527,2915,"7/15/2013",2013,7,1,28,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1,1525,2.6489440291467,0,0,0,0,1.52260121365516,0.916050145402826
"4845",15229,4,104527,4895,"11/10/2014",2014,11,1,29,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,0.602059991327962,1256,2.65461906279284,1,0.1,1,0.01,1.52260121365516,0.906090297319931
"4846",15230,4,104527,5370,"1/19/2015",2015,1,1,30,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,0.602059991327962,989,2.64767086582772,2,0.2,4,0.04,1.52260121365516,0.923559680856351
"4847",15231,4,104527,6325,"3/7/2016",2016,3,1,31,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,0.602059991327962,757,2.63472150560954,3,0.3,9,0.09,1.52260121365516,0.968458296012086
"4848",15232,4,104527,5690,"8/28/2017",2017,8,1,32,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,0.602059991327962,564,2.65066108042934,4,0.4,16,0.16,1.52260121365516,1.04078614278714
"4849",15233,66,104527,785,"11/26/2018",2018,11,1,33,"3/28/1985","Stanislas","Wawrinka","SUI","CHE","EU",18,1.81954393554187,428,2.68458119667634,5,0.5,25,0.25,1.52260121365516,1.1405432211815
"4850",15271,1377,104534,1,"11/19/2001",2001,11,1,16,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,3.13893394025692,340,3.13722255412608,-12,-1.2,144,1.44,2.16916661483662,3.08112526797673
"4851",15272,867,104534,10,"6/17/2002",2002,6,1,17,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2.93801909747621,999,3.11183573970775,-11,-1.1,121,1.21,2.16916661483662,2.87031008653191
"4852",15273,361,104534,69,"4/7/2003",2003,4,1,18,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2.55750720190566,1792,3.06545833846481,-10,-1,100,1,2.16916661483662,2.67902699590748
"4853",15274,281,104534,121,"3/22/2004",2004,3,1,19,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2.44870631990508,2343,2.98296877912089,-9,-0.9,81,0.81,2.16916661483662,2.50727599610342
"4854",15275,237,104534,163,"6/6/2005",2005,6,1,20,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2.3747483460101,2697,2.91687138242638,-8,-0.8,64,0.64,2.16916661483662,2.35505708711974
"4855",15276,177,104534,229,"4/3/2006",2006,4,1,21,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2.24797326636181,2863,2.86742098304593,-7,-0.7,49,0.49,2.16916661483662,2.22237026895644
"4856",15277,173,104534,240,"1/29/2007",2007,1,1,22,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2.2380461031288,2915,2.82799176991356,-6,-0.6,36,0.36,2.16916661483662,2.10921554161351
"4857",15278,67,104534,558,"2/4/2008",2008,2,1,23,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.82607480270083,2827,2.79424661059169,-5,-0.5,25,0.25,2.16916661483662,2.01559290509097
"4858",15279,46,104534,1162,"6/29/2009",2009,6,1,24,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.66275783168157,2635,2.75029900352051,-4,-0.4,16,0.16,2.16916661483662,1.9415023593888
"4859",15280,74,104534,643,"11/15/2010",2010,11,1,25,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.86923171973098,2419,2.72126118487531,-3,-0.3,9,0.09,2.16916661483662,1.88694390450702
"4860",15281,92,104534,568,"1/17/2011",2011,1,1,26,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.96378782734556,2132,2.69098626796801,-2,-0.2,4,0.04,2.16916661483662,1.85191754044561
"4861",15282,98,104534,547,"10/1/2012",2012,10,1,27,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.99122607569249,1812,2.66035581663426,-1,-0.1,1,0.01,2.16916661483662,1.83642326720457
"4862",15283,88,104534,589,"5/20/2013",2013,5,1,28,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.94448267215017,1525,2.6489440291467,0,0,0,0,2.16916661483662,1.84046108478392
"4863",15284,85,104534,631,"5/5/2014",2014,5,1,29,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.92941892571429,1256,2.65461906279284,1,0.1,1,0.01,2.16916661483662,1.86403099318365
"4864",15285,100,104534,555,"2/23/2015",2015,2,1,30,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2,989,2.64767086582772,2,0.2,4,0.04,2.16916661483662,1.90713299240375
"4865",15286,77,104534,706,"4/18/2016",2016,4,1,31,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.88649072517248,757,2.63472150560954,3,0.3,9,0.09,2.16916661483662,1.96976708244423
"4866",15287,74,104534,660,"7/31/2017",2017,7,1,32,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,1.86923171973098,564,2.65066108042934,4,0.4,16,0.16,2.16916661483662,2.05193326330509
"4867",15288,144,104534,402,"7/23/2018",2018,7,1,33,"4/4/1985","Dudi","Sela","ISR","ISR","AS",18,2.15836249209525,428,2.68458119667634,5,0.5,25,0.25,2.16916661483662,2.15363153498633
"4868",15352,888,104542,8,"11/5/2001",2001,11,1,16,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,2.9484129657786,340,3.13722255412608,-12,-1.2,144,1.44,1.65411573682608,3.29498896414388
"4869",15353,684,104542,20,"9/30/2002",2002,9,1,17,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,2.83505610172012,999,3.11183573970775,-11,-1.1,121,1.21,1.65411573682608,2.94434777624204
"4870",15354,388,104542,68,"6/9/2003",2003,6,1,18,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,2.58883172559421,1792,3.06545833846481,-10,-1,100,1,1.65411573682608,2.62348307400989
"4871",15355,388,104542,74,"2/16/2004",2004,2,1,19,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,2.58883172559421,2343,2.98296877912089,-9,-0.9,81,0.81,1.65411573682608,2.33239485744742
"4872",15356,171,104542,264,"2/28/2005",2005,2,1,20,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,2.23299611039215,2697,2.91687138242638,-8,-0.8,64,0.64,1.65411573682608,2.07108312655465
"4873",15357,274,104542,135,"7/31/2006",2006,7,1,21,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,2.43775056282039,2863,2.86742098304593,-7,-0.7,49,0.49,1.65411573682608,1.83954788133156
"4874",15358,110,104542,373,"7/2/2007",2007,7,1,22,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,2.04139268515822,2915,2.82799176991356,-6,-0.6,36,0.36,1.65411573682608,1.63778912177815
"4875",15359,16,104542,1440,"4/21/2008",2008,4,1,23,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1.20411998265592,2827,2.79424661059169,-5,-0.5,25,0.25,1.65411573682608,1.46580684789444
"4876",15360,9,104542,3330,"6/1/2009",2009,6,1,24,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,0.954242509439325,2635,2.75029900352051,-4,-0.4,16,0.16,1.65411573682608,1.32360105968041
"4877",15361,11,104542,3455,"8/2/2010",2010,8,1,25,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1.04139268515823,2419,2.72126118487531,-3,-0.3,9,0.09,1.65411573682608,1.21117175713607
"4878",15362,15,104542,1945,"7/11/2011",2011,7,1,26,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1.17609125905568,2132,2.69098626796801,-2,-0.2,4,0.04,1.65411573682608,1.12851894026142
"4879",15363,6,104542,4670,"4/2/2012",2012,4,1,27,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,0.778151250383644,1812,2.66035581663426,-1,-0.1,1,0.01,1.65411573682608,1.07564260905645
"4880",15364,8,104542,3515,"2/18/2013",2013,2,1,28,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,0.903089986991944,1525,2.6489440291467,0,0,0,0,1.65411573682608,1.05254276352118
"4881",15365,12,104542,2740,"12/8/2014",2014,12,1,29,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1.07918124604762,1256,2.65461906279284,1,0.1,1,0.01,1.65411573682608,1.05921940365559
"4882",15366,12,104542,2520,"2/9/2015",2015,2,1,30,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1.07918124604762,989,2.64767086582772,2,0.2,4,0.04,1.65411573682608,1.09567252945968
"4883",15367,10,104542,2635,"1/11/2016",2016,1,1,31,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1,757,2.63472150560954,3,0.3,9,0.09,1.65411573682608,1.16190214093347
"4884",15368,12,104542,2550,"1/2/2017",2017,1,1,32,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1.07918124604762,564,2.65066108042934,4,0.4,16,0.16,1.65411573682608,1.25790823807694
"4885",15369,64,104542,830,"8/20/2018",2018,8,1,33,"4/17/1985","Jo Wilfried","Tsonga","FRA","FRA","EU",18,1.80617997398389,428,2.68458119667634,5,0.5,25,0.25,1.65411573682608,1.3836908208901
"4886",15394,967,104545,9,"11/21/2005",2005,11,1,20,"4/26/1985","John","Isner","USA","USA","NoA",14,2.985426474083,2697,2.91687138242638,-8,-0.8,64,0.64,1.69421174049706,2.91260791668096
"4887",15395,940,104545,9,"3/6/2006",2006,3,1,21,"4/26/1985","John","Isner","USA","USA","NoA",14,2.9731278535997,2863,2.86742098304593,-7,-0.7,49,0.49,1.69421174049706,2.62430797445105
"4888",15396,818,104545,14,"5/7/2007",2007,5,1,22,"4/26/1985","John","Isner","USA","USA","NoA",14,2.91275330367132,2915,2.82799176991356,-6,-0.6,36,0.36,1.69421174049706,2.36085461101023
"4889",15397,107,104545,451,"7/28/2008",2008,7,1,23,"4/26/1985","John","Isner","USA","USA","NoA",14,2.02938377768521,2827,2.79424661059169,-5,-0.5,25,0.25,1.69421174049706,2.12224782635851
"4890",15398,97,104545,719,"6/29/2009",2009,6,1,24,"4/26/1985","John","Isner","USA","USA","NoA",14,1.98677173426624,2635,2.75029900352051,-4,-0.4,16,0.16,1.69421174049706,1.90848762049588
"4891",15399,20,104545,1805,"9/6/2010",2010,9,1,25,"4/26/1985","John","Isner","USA","USA","NoA",14,1.30102999566398,2419,2.72126118487531,-3,-0.3,9,0.09,1.69421174049706,1.71957399342234
"4892",15400,27,104545,1375,"8/15/2011",2011,8,1,26,"4/26/1985","John","Isner","USA","USA","NoA",14,1.43136376415899,2132,2.69098626796801,-2,-0.2,4,0.04,1.69421174049706,1.5555069451379
"4893",15401,11,104545,2620,"5/21/2012",2012,5,1,27,"4/26/1985","John","Isner","USA","USA","NoA",14,1.04139268515823,1812,2.66035581663426,-1,-0.1,1,0.01,1.69421174049706,1.41628647564255
"4894",15402,16,104545,2070,"10/28/2013",2013,10,1,28,"4/26/1985","John","Isner","USA","USA","NoA",14,1.20411998265592,1525,2.6489440291467,0,0,0,0,1.69421174049706,1.3019125849363
"4895",15403,13,104545,2310,"1/13/2014",2014,1,1,29,"4/26/1985","John","Isner","USA","USA","NoA",14,1.11394335230684,1256,2.65461906279284,1,0.1,1,0.01,1.69421174049706,1.21238527301914
"4896",15404,17,104545,1890,"6/22/2015",2015,6,1,30,"4/26/1985","John","Isner","USA","USA","NoA",14,1.23044892137827,989,2.64767086582772,2,0.2,4,0.04,1.69421174049706,1.14770453989107
"4897",15405,17,104545,2055,"6/20/2016",2016,6,1,31,"4/26/1985","John","Isner","USA","USA","NoA",14,1.23044892137827,757,2.63472150560954,3,0.3,9,0.09,1.69421174049706,1.10787038555209
"4898",15406,19,104545,1850,"1/16/2017",2017,1,1,32,"4/26/1985","John","Isner","USA","USA","NoA",14,1.27875360095283,564,2.65066108042934,4,0.4,16,0.16,1.69421174049706,1.09288281000221
"4899",15407,10,104545,3470,"9/17/2018",2018,9,1,33,"4/26/1985","John","Isner","USA","USA","NoA",14,1,428,2.68458119667634,5,0.5,25,0.25,1.69421174049706,1.10274181324143
"4900",15408,1211,104547,3,"12/8/2003",2003,12,0,18,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,3.08314414314305,1792,3.06545833846481,-10,-1,100,1,2.24280282322204,3.13968679306314
"4901",15409,1068,104547,5,"5/17/2004",2004,5,0,19,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,3.02857125269254,2343,2.98296877912089,-9,-0.9,81,0.81,2.24280282322204,2.91862004631888
"4902",15410,657,104547,27,"7/4/2005",2005,7,0,20,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.81756536955978,2697,2.91687138242638,-8,-0.8,64,0.64,2.24280282322204,2.71925613809474
"4903",15411,333,104547,98,"6/19/2006",2006,6,0,21,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.52244423350632,2863,2.86742098304593,-7,-0.7,49,0.49,2.24280282322204,2.54159506839073
"4904",15412,231,104547,169,"10/15/2007",2007,10,0,22,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.36361197989214,2915,2.82799176991356,-6,-0.6,36,0.36,2.24280282322204,2.38563683720683
"4905",15413,263,104547,150,"1/7/2008",2008,1,0,23,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.41995574848976,2827,2.79424661059169,-5,-0.5,25,0.25,2.24280282322204,2.25138144454306
"4906",15414,121,104547,671,"5/25/2009",2009,5,0,24,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.08278537031645,2635,2.75029900352051,-4,-0.4,16,0.16,2.24280282322204,2.13882889039942
"4907",15415,52,104547,821,"2/15/2010",2010,2,0,25,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,1.7160033436348,2419,2.72126118487531,-3,-0.3,9,0.09,2.24280282322204,2.0479791747759
"4908",15416,109,104547,516,"11/28/2011",2011,11,0,26,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.03742649794062,2132,2.69098626796801,-2,-0.2,4,0.04,2.24280282322204,1.9788322976725
"4909",15417,110,104547,512,"7/30/2012",2012,7,0,27,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.04139268515822,1812,2.66035581663426,-1,-0.1,1,0.01,2.24280282322204,1.93138825908922
"4910",15418,53,104547,867,"9/30/2013",2013,9,0,28,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,1.72427586960079,1525,2.6489440291467,0,0,0,0,2.24280282322204,1.90564705902606
"4911",15419,120,104547,471,"5/12/2014",2014,5,0,29,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.07918124604762,1256,2.65461906279284,1,0.1,1,0.01,2.24280282322204,1.90160869748303
"4912",15420,138,104547,396,"3/9/2015",2015,3,0,30,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.13987908640124,989,2.64767086582772,2,0.2,4,0.04,2.24280282322204,1.91927317446012
"4913",15421,81,104547,695,"11/7/2016",2016,11,0,31,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,1.90848501887865,757,2.63472150560954,3,0.3,9,0.09,2.24280282322204,1.95864048995734
"4914",15422,65,104547,788,"9/18/2017",2017,9,0,32,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,1.81291335664286,564,2.65066108042934,4,0.4,16,0.16,2.24280282322204,2.01971064397468
"4915",15423,128,104547,438,"6/25/2018",2018,6,0,33,"4/27/1985","Horacio","Zeballos","ARG","ARG","SA",16,2.10720996964787,428,2.68458119667634,5,0.5,25,0.25,2.24280282322204,2.10248363651214
"4916",15424,863,104548,9,"5/13/2002",2002,5,1,17,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.93601079571521,999,3.11183573970775,-11,-1.1,121,1.21,2.6113695949132,2.89126769172861
"4917",15425,472,104548,47,"7/14/2003",2003,7,1,18,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.67394199863409,1792,3.06545833846481,-10,-1,100,1,2.6113695949132,2.78816960159542
"4918",15426,273,104548,123,"6/7/2004",2004,6,1,19,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.43616264704076,2343,2.98296877912089,-9,-0.9,81,0.81,2.6113695949132,2.69819599331422
"4919",15427,186,104548,225,"7/18/2005",2005,7,1,20,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.26951294421792,2697,2.91687138242638,-8,-0.8,64,0.64,2.6113695949132,2.62134686688503
"4920",15428,334,104548,96,"6/12/2006",2006,6,1,21,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.52374646681156,2863,2.86742098304593,-7,-0.7,49,0.49,2.6113695949132,2.55762222230784
"4921",15429,842,104548,13,"12/24/2007",2007,12,1,22,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.92531209149965,2915,2.82799176991356,-6,-0.6,36,0.36,2.6113695949132,2.50702205958266
"4922",15430,857,104548,13,"6/30/2008",2008,6,1,23,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.9329808219232,2827,2.79424661059169,-5,-0.5,25,0.25,2.6113695949132,2.46954637870948
"4923",15431,681,104548,26,"10/3/2011",2011,10,1,26,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.83314711191279,2132,2.69098626796801,-2,-0.2,4,0.04,2.6113695949132,2.43586622720197
"4924",15432,79,104548,625,"7/23/2012",2012,7,1,27,"4/30/1985","Brian","Baker","USA","USA","NoA",14,1.89762709129044,1812,2.66035581663426,-1,-0.1,1,0.01,2.6113695949132,2.45088847373681
"4925",15433,185,104548,263,"8/19/2013",2013,8,1,28,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.26717172840301,1525,2.6489440291467,0,0,0,0,2.6113695949132,2.47903520212365
"4926",15434,575,104548,53,"5/26/2014",2014,5,1,29,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.75966784468963,1256,2.65461906279284,1,0.1,1,0.01,2.6113695949132,2.52030641236249
"4927",15435,384,104548,112,"7/25/2016",2016,7,1,31,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.58433122436753,757,2.63472150560954,3,0.3,9,0.09,2.6113695949132,2.64222227839619
"4928",15436,293,104548,169,"7/3/2017",2017,7,1,32,"4/30/1985","Brian","Baker","USA","USA","NoA",14,2.46686762035411,564,2.65066108042934,4,0.4,16,0.16,2.6113695949132,2.72286693419105
"4929",15437,1129,104548,6,"2/5/2018",2018,2,1,33,"4/30/1985","Brian","Baker","USA","USA","NoA",14,3.05269394192497,428,2.68458119667634,5,0.5,25,0.25,2.6113695949132,2.81663607183791
"4930",15442,1160,104550,4,"11/22/2004",2004,11,1,19,"5/5/1985","Ricardo","Hocevar","BRA","BRA","SA",15,3.06445798922692,2343,2.98296877912089,-9,-0.9,81,0.81,2.61614718148212,2.9918052193756
"4931",15443,851,104550,13,"6/27/2005",2005,6,1,20,"5/5/1985","Ricardo","Hocevar","BRA","BRA","SA",15,2.92992956008459,2697,2.91687138242638,-8,-0.8,64,0.64,2.61614718148212,2.82571734274785
"4932",15444,457,104550,61,"7/24/2006",2006,7,1,21,"5/5/1985","Ricardo","Hocevar","BRA","BRA","SA",15,2.65991620006985,2863,2.86742098304593,-7,-0.7,49,0.49,2.61614718148212,2.68533048689808
"4933",15445,404,104550,75,"6/11/2007",2007,6,1,22,"5/5/1985","Ricardo","Hocevar","BRA","BRA","SA",15,2.60638136511061,2915,2.82799176991356,-6,-0.6,36,0.36,2.61614718148212,2.5706446518263
"4934",15446,296,104550,122,"6/30/2008",2008,6,1,23,"5/5/1985","Ricardo","Hocevar","BRA","BRA","SA",15,2.47129171105894,2827,2.79424661059169,-5,-0.5,25,0.25,2.61614718148212,2.4816598375325
"4935",15447,172,104550,471,"3/16/2009",2009,3,1,24,"5/5/1985","Ricardo","Hocevar","BRA","BRA","SA",15,2.23552844690755,2635,2.75029900352051,-4,-0.4,16,0.16,2.61614718148212,2.41837604401669
